raw_text,normalized_message,intent,sentiment,confidence,clarification
samajh  nahi  aaya,Suspicious activity detected,report_fraud,worried,0.71,Please share more details
🙄  y@  u  guys  slow,Suspicious activity detected,report_fraud,worried,0.93,Please share more details
IFSC  kya  hota  hai?,There was an unauthorized transaction,report_fraud,angry,0.71,Please share more details
no  clue  wht  hppnd  😕,There was an unauthorized transaction,report_fraud,angry,0.71,Please share more details
😡 y tf m*y^ txn &fail,I want to report a fraud,report_fraud,upset,0.89,Please share more details
😡 y tf my tx*n fail,I think this is fraud,report_fraud,upset,0.71,
hpy  wid  $srvcs  😊,I think this is fraud,report_fraud,angry,0.92,
mere paise kahan gaye 😡,There was an unauthorized transaction,report_fraud,worried,0.92,Can you provide transaction ID?
phir  error  aa  raha  hai,Suspicious activity detected,report_fraud,worried,0.93,Can you provide transaction ID?
kisi  se  baat  karni  hai,I want to report a fraud,report_fraud,worried,0.91,Please share more details
🤔  uh  wot's  IFSC??,There was an unauthorized transaction,report_fraud,angry,0.85,Can you provide transaction ID?
service achi lagi 😊,Fraud alert on my account,report_fraud,worried,0.88,
😭  acct#  bl#ckd?,Suspicious activity detected,report_fraud,worried,0.83,Please share more details
msg err agn,My money was stolen,report_fraud,angry,0.93,Please share more details
hpy  wid  srvcs  😊,There was an unauthorized transaction,report_fraud,worried,0.92,
bhai balance dikha,My money was stolen,report_fraud,angry,0.88,Can you provide transaction ID?
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.76,
phir  error  @aa  r@aha  hai,I am getting error again,app_issue,frustrated,0.77,
phir  er$ror$  #aa  raha  hai,I am getting error again,app_issue,frustrated,0.74,
service  achi  lagi  😊,I liked the service,feedback,happy,0.93,pls provide your feedback
phir ^error aa raha hai,I am getting error again,app_issue,frustrated,0.66,
wnt 2 t&lk 2 sm%1,I want to talk to someone,human_agent_request,urgent,0.71,
bhai balance dikha,"Bhai, show me balance",check_balance,neutral,0.85,
samajh na^hi aaya,I didn't understand,unknown,confused,0.56,
phir  erro@r  a#a  raha  hai#,I am getting error again,app_issue,frustrated,0.73,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.43,Can you please explain further?
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.85,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.72,
kisi@  se  baa#t  karni  hai,I want to talk to someone,human_agent_request,urgent,0.94,
upd8 phn no.,Update my phone number,update_info,neutral,0.88,
sama@jh  nahi@  @aaya,I didn't understand,unknown,confused,0.31,Can you please explain further?
bal  pls,Please show me my balance,check_balance,neutral,0.84,
b#al  pls,Please show me my balance,check_balance,neutral,0.83,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.99,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.71,
bal pls,Please show me my balance,check_balance,neutral,0.89,
phone number badalna hai,I want to update my phone number,update_info,neutral,0.91,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.74,
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.76,
p*hir error aa *r*aha hai,I am getting error again,app_issue,frustrated,0.87,
bal  pls,Please show me my balance,check_balance,neutral,0.92,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.88,
🙄  y  u@  g#u$ys  slow,Why are you guys so slow?,complaint,annoyed,0.8,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.83,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.74,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.48,Can you please explain further?
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.72,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.86,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.86,
hpy @wid srvcs# ^😊,I am happy with your services,feedback,happy,0.9,pls provide your feedback
phir  error  a#a  raha  hai,I am getting error again,app_issue,frustrated,0.81,
😭 acct# ^bl@ckd?,Is my account blocked?,account_issue,sad,0.85,
itna  slow  kyu  h@o,Why is it so slow?,complaint,annoyed,0.71,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.72,
mera  account  block  ho  gay#a  😭,My account has been blocked,account_issue,sad,0.95,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.85,
IF%SC kya hota hai?,What is IFSC?,general_query,confused,0.58,
kisi#  se  baat  k#arni  hai,I want to talk to someone,human_agent_request,urgent,0.94,
h@py  wi#d@  @srvcs  😊,I am happy with your services,feedback,happy,0.86,pls provide your feedback
samajh  nahi  aaya,I didn't understand,unknown,confused,0.5,
msg  e#r@r  agn,I am getting message error again,app_issue,frustrated,0.76,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.75,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.93,pls provide your feedback
phon$e numbe#r badalna* hai,I want to update my phone number,update_info,neutral,0.85,
wnt 2@ tlk 2 sm1,I want to talk to someone,human_agent_request,urgent,0.77,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.58,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.9,
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.87,
upd8  phn  no.,Update my phone number,update_info,neutral,0.96,
service achi lagi 😊,I liked the service,feedback,happy,0.87,pls provide your feedback
u@pd8@  #phn  no.,Update my phone number,update_info,neutral,0.89,
no  @clue  w@ht  hppnd  😕,I have no idea what happened,unknown,confused,0.42,Can you please explain further?
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.83,
😡  #y  tf  my  t#xn  @fa#il,Why did my transaction fail?,failed_transaction,angry,0.99,
service achi la&gi 😊%,I liked the service,feedback,happy,0.97,pls provide your feedback
kisi  se  @baat  k#arni  hai,I want to talk to someone,human_agent_request,urgent,0.84,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.71,
hpy w%id srvcs 😊,I am happy with your services,feedback,happy,0.9,pls provide your feedback
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.95,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.7,
msg err a^gn,I am getting message error again,app_issue,frustrated,0.78,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.87,
wnt  2  tlk  2  s#m1,I want to talk to someone,human_agent_request,urgent,0.98,
itna  s$low  $kyu  ho,Why is it so slow?,complaint,annoyed,0.7,
upd8 phn no.,Update my phone number,update_info,neutral,0.95,
bal  pls,Please show me my balance,check_balance,neutral,0.88,
bhai  @balan#c#e  dikha,"Bhai, show me balance",check_balance,neutral,0.91,
phone  number  b$ad$al$na  hai,I want to update my phone number,update_info,neutral,0.83,
phone  n@umber  @badaln$a  hai,I want to update my phone number,update_info,neutral,0.93,
msg err agn,I am getting message error again,app_issue,frustrated,0.82,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.78,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.35,Can you please explain further?
b#hai balance dikha,"Bhai, show me balance",check_balance,neutral,0.98,
service a@chi lagi 😊,I liked the service,feedback,happy,0.87,pls provide your feedback
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.96,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.78,
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.56,
service achi lagi 😊,I liked the service,feedback,happy,0.91,pls provide your feedback
samajh  nahi  aaya,I didn't understand,unknown,confused,0.35,Can you please explain further?
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.95,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.71,
msg err agn,I am getting message error again,app_issue,frustrated,0.61,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.87,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.75,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.52,
wnt  2  tlk$  2  sm1,I want to talk to someone,human_agent_request,urgent,0.99,
🤔 u#h #wot's IFSC?^?#,What is IFSC?,general_query,confused,0.48,Can you please explain further?
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.6,
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.89,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.93,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.72,
kisi  se@  baat  @karni  hai,I want to talk to someone,human_agent_request,urgent,0.88,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.98,
no  clue  w$ht  hppnd  😕#,I have no idea what happened,unknown,confused,0.34,Can you please explain further?
phone  number  ba$daln@a  hai,I want to update my phone number,update_info,neutral,0.88,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.72,
😡 y tf my@ txn #fail,Why did my transaction fail?,failed_transaction,angry,0.76,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.84,
s^er$vice achi lagi 😊,I liked the service,feedback,happy,0.94,pls provide your feedback
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.75,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.86,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.85,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.9,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.37,Can you please explain further?
bal pls,Please show me my balance,check_balance,neutral,0.82,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.49,Can you please explain further?
phir error aa r@ah#a% hai,I am getting error again,app_issue,frustrated,0.84,
😭  ac#c$t  b@lckd?,Is my account blocked?,account_issue,sad,0.78,
bal pls,Please show me my balance,check_balance,neutral,0.96,
kisi se b&aat karni hai$,I want to talk to someone,human_agent_request,urgent,0.73,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.99,
samajh na&hi aaya,I didn't understand,unknown,confused,0.57,
service a*chi la$gi 😊,I liked the service,feedback,happy,0.88,pls provide your feedback
upd8  $ph$n  no.,Update my phone number,update_info,neutral,0.93,
i@tna slow kyu ho,Why is it so slow?,complaint,annoyed,0.81,
samajh  nahi  aaya,I didn't understand,unknown,confused,0.54,
mera account block# ho gay@a &😭,My account has been blocked,account_issue,sad,0.9,
no clue wht hpp%n*d 😕,I have no idea what happened,unknown,confused,0.51,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.82,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.61,
service  achi  la#gi  😊,I liked the service,feedback,happy,0.91,pls provide your feedback
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.6,
😡 y& tf my txn@ fail,Why did my transaction fail?,failed_transaction,angry,0.82,
😭 acct bl^ckd?,Is my account blocked?,account_issue,sad,0.8,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.74,
upd8 phn no.,Update my phone number,update_info,neutral,0.9,
😡  y  tf  m#y  $txn  fail,Why did my transaction fail?,failed_transaction,angry,0.95,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.39,Can you please explain further?
wnt  2  t#lk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.79,
🙄  $y  u  guys  s@low,Why are you guys so slow?,complaint,annoyed,0.81,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.73,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.51,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.4,Can you please explain further?
bal  pls,Please show me my balance,check_balance,neutral,0.93,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.68,
🤔 u$h# @wot's IFSC??,What is IFSC?,general_query,confused,0.34,Can you please explain further?
😭  acct  b$lckd?#,Is my account blocked?,account_issue,sad,0.81,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.84,
phir &error aa rah%a% hai@,I am getting error again,app_issue,frustrated,0.64,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.78,
service# achi lagi 😊,I liked the service,feedback,happy,0.99,pls provide your feedback
no  clue  wht  hppnd  @😕,I have no idea what happened,unknown,confused,0.58,
msg err& ag^n,I am getting message error again,app_issue,frustrated,0.62,
🤔  uh  w#ot'$s  @IFSC@??,What is IFSC?,general_query,confused,0.54,
😡  y  t#f  my  tx$n  fail,Why did my transaction fail?,failed_transaction,angry,0.83,
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.83,
bal  $p@ls,Please show me my balance,check_balance,neutral,0.93,
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.81,
msg  @err  @agn,I am getting message error again,app_issue,frustrated,0.86,
hpy  wid  srvcs  @😊,I am happy with your services,feedback,happy,0.87,pls provide your feedback
🤔  u$h  wo@t's  @IFSC?$?,What is IFSC?,general_query,confused,0.58,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.87,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.78,
🤔#  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.41,Can you please explain further?
up*d8 p%h#n no.,Update my phone number,update_info,neutral,0.84,
bal pls,Please show me my balance,check_balance,neutral,0.86,
wnt  2  t$lk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.71,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.9,pls provide your feedback
mera account &b#lock h*o g*aya 😭,My account has been blocked,account_issue,sad,0.82,
upd8 phn no.,Update my phone number,update_info,neutral,0.92,
hp@y wid srvc#s 😊,I am happy with your services,feedback,happy,0.91,pls provide your feedback
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.81,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.91,pls provide your feedback
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.96,pls provide your feedback
wnt 2 tlk 2 sm1,I want to talk to someone,human_agent_request,urgent,0.78,
upd8  phn  no.,Update my phone number,update_info,neutral,0.9,
phone number badalna hai,I want to update my phone number,update_info,neutral,0.93,
bal  pls,Please show me my balance,check_balance,neutral,0.89,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.91,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.64,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.86,pls provide your feedback
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.94,
wnt  2  tl#k  2  sm1,I want to talk to someone,human_agent_request,urgent,0.71,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.9,
mera accoun&t bloc&k ho gaya 😭,My account has been blocked,account_issue,sad,0.84,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.94,
b#hai  @bal@ance#  di#kh#a,"Bhai, show me balance",check_balance,neutral,0.93,
phone number badalna hai,I want to update my phone number,update_info,neutral,0.83,
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.73,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.83,
msg err agn,I am getting message error again,app_issue,frustrated,0.68,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.89,
b$hai #balan#ce dikh$a,"Bhai, show me balance",check_balance,neutral,0.84,
msg err agn,I am getting message error again,app_issue,frustrated,0.72,
msg err agn,I am getting message error again,app_issue,frustrated,0.65,
wnt  2  tl#k@  2  sm1,I want to talk to someone,human_agent_request,urgent,0.72,
bal pls,Please show me my balance,check_balance,neutral,0.9,
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.59,
bhai  $balance  dikha,"Bhai, show me balance",check_balance,neutral,0.82,
hpy wid srv^c$s@ 😊,I am happy with your services,feedback,happy,0.85,pls provide your feedback
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.76,
kisi se baat karn%i hai,I want to talk to someone,human_agent_request,urgent,0.86,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.97,pls provide your feedback
s@er$vice  $achi  l#agi  😊,I liked the service,feedback,happy,0.96,pls provide your feedback
samajh nahi aaya,I didn't understand,unknown,confused,0.42,Can you please explain further?
upd8 phn no.#,Update my phone number,update_info,neutral,0.87,
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.75,
😡  y  tf  #my  txn  f$ail,Why did my transaction fail?,failed_transaction,angry,0.81,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.88,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.86,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.48,Can you please explain further?
🤔  uh#  wot's  IFSC??,What is IFSC?,general_query,confused,0.41,Can you please explain further?
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.7,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.92,
msg  $err  agn,I am getting message error again,app_issue,frustrated,0.73,
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.78,
sa#majh@  nahi  aay$a,I didn't understand,unknown,confused,0.44,Can you please explain further?
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.96,
msg err agn,I am getting message error again,app_issue,frustrated,0.87,
IFSC kya hota hai*?,What is IFSC?,general_query,confused,0.51,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.94,
service achi lagi 😊,I liked the service,feedback,happy,1,pls provide your feedback
bal  pls,Please show me my balance,check_balance,neutral,0.94,
wnt  2  tl@k  2@  sm1,I want to talk to someone,human_agent_request,urgent,0.75,
b&hai balance @dikha#,"Bhai, show me balance",check_balance,neutral,0.84,
mera account bloc@k ho gay$a 😭,My account has been blocked,account_issue,sad,0.93,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.88,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.6,
bal  pls,Please show me my balance,check_balance,neutral,0.83,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.39,Can you please explain further?
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.86,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.75,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.99,
😭  acct  blck#d?,Is my account blocked?,account_issue,sad,0.71,
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.82,
phir@  e@rror  aa@  raha  hai,I am getting error again,app_issue,frustrated,0.81,
phone number badalna hai,I want to update my phone number,update_info,neutral,0.95,
samajh  nahi  aaya,I didn't understand,unknown,confused,0.55,
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.81,
bal pls,Please show me my balance,check_balance,neutral,0.94,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.67,
bhai balance dikha,"Bhai, show me balance",check_balance,neutral,0.89,
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.72,
😭$  acct  blckd?,Is my account blocked?,account_issue,sad,0.73,
wnt ^2 tlk ^2 s%m1,I want to talk to someone,human_agent_request,urgent,0.71,
sama#jh  n$a@hi  aaya,I didn't understand,unknown,confused,0.3,Can you please explain further?
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.77,
upd8 phn no.,Update my phone number,update_info,neutral,0.92,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.99,
msg err* $agn,I am getting message error again,app_issue,frustrated,0.83,
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.96,
😭  a@cct  blck$d?,Is my account blocked?,account_issue,sad,0.85,
service achi lagi 😊,I liked the service,feedback,happy,0.8,pls provide your feedback
msg  err  agn,I am getting message error again,app_issue,frustrated,0.87,
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.76,
bal pl^s,Please show me my balance,check_balance,neutral,0.81,
IFSC  kya  @hota  $hai?,What is IFSC?,general_query,confused,0.46,Can you please explain further?
😭  acct  blckd?$,Is my account blocked?,account_issue,sad,0.8,
mere  @p@a@ise@  k$aha@n  gaye  #😡,Where did my money go?,transaction_issue,angry,0.79,
🤔 uh *wot's IFSC??&,What is IFSC?,general_query,confused,0.31,Can you please explain further?
samajh  #nahi  a#aya@,I didn't understand,unknown,confused,0.53,
IFSC  kya  hota@  hai?,What is IFSC?,general_query,confused,0.45,Can you please explain further?
me$ra  account  bl#ock  ho@  gaya  @😭,My account has been blocked,account_issue,sad,0.95,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.76,
upd@8 phn no.,Update my phone number,update_info,neutral,0.8,
wnt 2 tlk 2 sm1,I want to talk to someone,human_agent_request,urgent,0.71,
hpy wid sr$vcs 😊,I am happy with your services,feedback,happy,0.84,pls provide your feedback
mere^ paise k$ahan gay@e 😡%,Where did my money go?,transaction_issue,angry,0.93,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.86,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.99,pls provide your feedback
bal  pls,Please show me my balance,check_balance,neutral,0.85,
msg er^r% agn,I am getting message error again,app_issue,frustrated,0.62,
bhai  balan$ce  dikh@a,"Bhai, show me balance",check_balance,neutral,0.84,
service  achi  lagi  😊,I liked the service,feedback,happy,0.96,pls provide your feedback
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.73,
wnt@ 2$ @tlk 2$ sm1,I want to talk to someone,human_agent_request,urgent,0.99,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.87,
😭  acc@t  $blckd?,Is my account blocked?,account_issue,sad,0.88,
🤔  uh  wot's  $IFSC??,What is IFSC?,general_query,confused,0.55,
bhai balance dikha,"Bhai, show me balance",check_balance,neutral,0.97,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.72,
😭 acc$t b*lckd@?,Is my account blocked?,account_issue,sad,0.88,
hpy  wid  srvcs  $😊,I am happy with your services,feedback,happy,0.94,pls provide your feedback
bal pls,Please show me my balance,check_balance,neutral,0.96,
upd8  phn  no.,Update my phone number,update_info,neutral,0.87,
m$era$  account#  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.88,
kisi  se  baat  karni  $hai,I want to talk to someone,human_agent_request,urgent,0.97,
wnt 2 tlk 2 sm1,I want to talk to someone,human_agent_request,urgent,0.97,
mere  $paise  kah$an  gaye  😡,Where did my money go?,transaction_issue,angry,0.93,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.71,
kisi#  se  baat  @karni  hai#,I want to talk to someone,human_agent_request,urgent,0.8,
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.94,
upd%8 phn no.,Update my phone number,update_info,neutral,0.96,
msg err ag$n,I am getting message error again,app_issue,frustrated,0.86,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.93,
🤔  uh  #wot's  IFSC??,What is IFSC?,general_query,confused,0.4,Can you please explain further?
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.49,Can you please explain further?
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.93,
samajh nahi aaya,I didn't understand,unknown,confused,0.56,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.89,
hpy ^wi&d srvcs 😊,I am happy with your services,feedback,happy,0.96,pls provide your feedback
kisi% se baat k%arni *ha$i,I want to talk to someone,human_agent_request,urgent,0.99,
🤔 uh &wot's IFSC??,What is IFSC?,general_query,confused,0.53,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.51,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.91,
kisi se baat k^arni hai,I want to talk to someone,human_agent_request,urgent,0.99,
msg *err agn,I am getting message error again,app_issue,frustrated,0.76,
w$nt  @2  tlk  $2  sm1,I want to talk to someone,human_agent_request,urgent,0.74,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.96,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.83,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.83,
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.51,
hpy wi@d *s#rvcs$ 😊,I am happy with your services,feedback,happy,0.86,pls provide your feedback
bal  pls@,Please show me my balance,check_balance,neutral,0.96,
m$era accou&nt block* ho g%a^y#a 😭,My account has been blocked,account_issue,sad,0.72,
IFSC  kya  hota  ha@i?,What is IFSC?,general_query,confused,0.47,Can you please explain further?
phone number badalna hai,I want to update my phone number,update_info,neutral,0.97,
msg  #e@rr  ag@n,I am getting message error again,app_issue,frustrated,0.85,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.7,
phone# nu#mber badalna hai,I want to update my phone number,update_info,neutral,0.86,
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.32,Can you please explain further?
😡  y  tf  my  tx#n  fa$il,Why did my transaction fail?,failed_transaction,angry,0.95,
hpy wid srv$cs 😊,I am happy with your services,feedback,happy,0.93,pls provide your feedback
bal& pls,Please show me my balance,check_balance,neutral,0.87,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.94,pls provide your feedback
me@r$a  a#ccount  bloc#k#  ho  gaya  😭,My account has been blocked,account_issue,sad,0.85,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.7,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.75,
no cl*ue %wht h*ppnd 😕,I have no idea what happened,unknown,confused,0.4,Can you please explain further?
wnt  @2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.88,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.86,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.34,Can you please explain further?
wnt  2  #tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.84,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.6,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.93,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,1,pls provide your feedback
msg err agn,I am getting message error again,app_issue,frustrated,0.86,
s*amajh nahi aaya,I didn't understand,unknown,confused,0.4,Can you please explain further?
samajh nahi aaya,I didn't understand,unknown,confused,0.53,
b@hai  balance  di#kh#a$,"Bhai, show me balance",check_balance,neutral,0.8,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.82,pls provide your feedback
😡  y  tf  my  txn  fa#il#,Why did my transaction fail?,failed_transaction,angry,0.88,
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.88,
service achi lagi 😊,I liked the service,feedback,happy,0.96,pls provide your feedback
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.81,
😭  acct  blckd@?,Is my account blocked?,account_issue,sad,0.83,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.32,Can you please explain further?
mera  account  block$  $ho  gaya  😭,My account has been blocked,account_issue,sad,0.72,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.91,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.47,Can you please explain further?
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.97,pls provide your feedback
servic$e  achi  lag#i  😊,I liked the service,feedback,happy,0.99,pls provide your feedback
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.8,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.84,
phone number badalna hai,I want to update my phone number,update_info,neutral,0.88,
samajh nahi aaya,I didn't understand,unknown,confused,0.34,Can you please explain further?
service  achi  lagi  😊,I liked the service,feedback,happy,0.91,pls provide your feedback
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.8,
phone $number badalna^ hai,I want to update my phone number,update_info,neutral,0.91,
s^amajh nahi aaya,I didn't understand,unknown,confused,0.49,Can you please explain further?
phir error %aa raha hai,I am getting error again,app_issue,frustrated,0.87,
